Title,Year,DOI,Link,Abstract,Access Type
"Distributed attack detection scheme using deep learning approach for Internet of Things",2018,"10.1016/j.future.2017.08.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028972554&doi=10.1016%2fj.future.2017.08.043&partnerID=40&md5=d1fc5a519a7fc8a7f341688311d97b42","Cybersecurity continues to be a serious issue for any sector in the cyberspace as the number of security breaches is increasing from time to time. It is known that thousands of zero-day attacks are continuously emerging because of the addition of various protocols mainly from Internet of Things (IoT). Most of these attacks are small variants of previously known cyber-attacks. This indicates that even advanced mechanisms such as traditional machine learning systems face difficulty of detecting these small mutants of attacks over time. On the other hand, the success of deep learning (DL) in various big data fields has drawn several interests in cybersecurity fields. The application of DL has been practical because of the improvement in CPU and neural network algorithms aspects. The use of DL for attack detection in the cyberspace could be a resilient mechanism to small mutations or novel attacks because of its high-level feature extraction capability. The self-taught and compression capabilities of deep learning architectures are key mechanisms for hidden pattern discovery from the training data so that attacks are discriminated from benign traffic. This research is aimed at adopting a new approach, deep learning, to cybersecurity to enable the detection of attacks in social internet of things. The performance of the deep model is compared against traditional machine learning approach, and distributed attack detection is evaluated against the centralized detection system. The experiments have shown that our distributed attack detection system is superior to centralized detection systems using deep learning model. It has also been demonstrated that the deep model is more effective in attack detection than its shallow counter parts. © 2017 Elsevier B.V.",
"Using Smart City Technology to Make Healthcare Smarter",2018,"10.1109/JPROC.2017.2787688","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040920248&doi=10.1109%2fJPROC.2017.2787688&partnerID=40&md5=d29a31f8b710e18744ba70889db88c07","Smart cities use information and communication technologies (ICTs) to scale services include utilities and transportation to a growing population. In this paper, we discuss how smart city ICTs can also improve healthcare effectiveness and lower healthcare cost for smart city residents. We survey current literature and introduce original research to offer an overview of how smart city infrastructure supports strategic healthcare using both mobile and ambient sensors combined with machine learning. Finally, we consider challenges that will be faced as healthcare providers make use of these opportunities. © 2018 IEEE.",
"An Ingestion and Analytics Architecture for IoT Applied to Smart City Use Cases",2018,"10.1109/JIOT.2017.2722378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021912902&doi=10.1109%2fJIOT.2017.2722378&partnerID=40&md5=990b8136eb31b53a60204629b37b2cde","As sensors are adopted in almost all fields of life, the Internet of Things (IoT) is triggering a massive influx of data. We need efficient and scalable methods to process this data to gain valuable insight and take timely action. Existing approaches which support both batch processing (suitable for analysis of large historical data sets) and event processing (suitable for real-time analysis) are complex. We propose the hut architecture, a simple but scalable architecture for ingesting and analyzing IoT data, which uses historical data analysis to provide context for real-time analysis. We implement our architecture using open source components optimized for Big Data applications and extend them, where needed. We demonstrate our solution on two real-world smart city use cases in transportation and energy management. © 2017 IEEE.",
"Modular and Personalized Smart Health Application Design in a Smart City Environment",2018,"10.1109/JIOT.2017.2712558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036584684&doi=10.1109%2fJIOT.2017.2712558&partnerID=40&md5=26a6032609015b91cd8c041eade5c5d0","The Internet of Things (IoT) envisions to create a smart, connected city that is composed of ubiquitous environmental and user sensing along with distributed, low-capacity computing. This provides ample information regarding the citizens in various smart environments. We can leverage this people-centric information, provided by the smart city infrastructure, to improve ""smart health"" applications: user data from connected wearable devices can be accompanied with ubiquitous environmental sensing and versatile actuation. The state-of-the-art in smart health applications is black-box, end-to-end implementations which are neither intended for use with heterogeneous data nor adaptable to a changing set of sensing and actuation. In this paper, we apply our modular approach for IoT applications - the context engine - to smart health problems, enabling the ability to grow with available data, use general-purpose machine learning, and reduce compute redundancy and complexity. For smart health, this improves response times for critical situations, more efficient identification of health-related conditions and subsequent actuation in a smart city environment. We demonstrate the potential with three sets of interconnected context-aware applications, extracting health-related people-centric context, such as user presence, user activity, air quality, and location from IoT sensors. © 2017 IEEE.",
"EPIC: A Differential Privacy Framework to Defend Smart Homes Against Internet Traffic Analysis",2018,"10.1109/JIOT.2018.2799820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041383153&doi=10.1109%2fJIOT.2018.2799820&partnerID=40&md5=cd4f5203f5cd6d7462f930a18f06b6a6","The Internet of Things (IoT) becomes a novel paradigm as more and more devices are connected to the Internet, enabling several innovative applications such as smart home, industrial automation, and connected health. However, the cyber-attack to these applications is a big issue and countermeasures are in dire need to provide system security and user privacy. In this paper, we address the traffic analysis attack to smart homes, where adversaries intercept the Internet traffic from/to the smart home gateway and profile residents' behaviors through digital traces. Traditional cryptographic tools may not work well due to the effectiveness of adversaries' machine learning algorithms in classifying encrypted traffic, so here we propose a privacy-preserving traffic obfuscation framework to achieve the goal. To be specific, we leverage the smart community network of wirelessly connected smart homes and intentionally direct each smart home's traffic to another home gateway before entering the Internet. The design jointly considers the network energy consumption and the resource constraints in IoT devices, while achieving strong differential privacy guarantee so that adversaries cannot link any traffic flow to a specific smart home. Besides, we consider a hostile smart community network and develop secure multihop routing protocols to guarantee the source/destination unlinkability and satisfy each user's personalized privacy requirement. To evaluate the effectiveness of our framework in protecting privacy and reducing network energy consumption, extensive simulations are conducted and the results demonstrate that our design outperforms other differential privacy mechanism in preserving privacy and minimizing network utility cost. © 2018 IEEE.",
"Research on the Internet of Things and the development of smart city industry based on big data",2018,"10.1007/s10586-017-0910-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019636415&doi=10.1007%2fs10586-017-0910-8&partnerID=40&md5=6c6d6e993fe8a50692e6c0fee802ffe2","Development of smart city and smart industry is a major concern in today’s world. By using the Internet of Things and big data analytics, can develop the smart city and smart industry. So a new approach called smart city industry based on big data (SCIB) is proposed. This helps to enhance the performance and to develop the smart city and smart industry even by using big data analytics. Here data are collected from the smart city and industrial appliances such as health care, education systems, congestion management and power grid. These data will be formed as a big data and that will be passed to data acquisition for digitalization. Further it will be stored with the help of cloud computing process. Now based on the application user’s requirement data processing, decision making and data transfer process will be done. In simulation section, it analyzes the performance and calculates the parameters such as delay, lifetime, failure rate, congestion rate and throughput to know the performance of the proposed approach. The proposed SCIB approach will help to increase the throughput and lifetime at the same time it reduces the delay, failure rate and congestion rate. © 2017, Springer Science+Business Media New York.",
"Enabling Cognitive Smart Cities Using Big Data and Machine Learning: Approaches and Challenges",2018,"10.1109/MCOM.2018.1700298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042200986&doi=10.1109%2fMCOM.2018.1700298&partnerID=40&md5=46c82dc2ac5a7e73e7668a69df06ecbf","The development of smart cities and their fast-paced deployment is resulting in the generation of large quantities of data at unprecedented rates. Unfortunately, most of the generated data is wasted without extracting potentially useful information and knowledge because of the lack of established mechanisms and standards that benefit from the availability of such data. Moreover, the highly dynamic nature of smart cities calls for a new generation of machine learning approaches that are flexible and adaptable to cope with the dynamicity of data to perform analytics and learn from real-Time data. In this article, we shed light on the challenge of underutilizing the big data generated by smart cities from a machine learning perspective. In particular, we present the phenomenon of wasting unlabeled data. We argue that semi-supervision is a must for smart cities to address this challenge. We also propose a three-level learning framework for smart cities that matches the hierarchical nature of big data generated by smart cities with a goal of providing different levels of knowledge abstraction. The proposed framework is scalable to meet the needs of smart city services. Fundamentally, the framework benefits from semi-supervised deep reinforcement learning where a small amount of data that has users' feedback serves as labeled data, while a larger amount without such users' feedback serves as unlabeled data. The framework utilizes a mix of labeled and unlabeled data to converge toward better control policies instead of wasting the unlabeled data. This article also explores how deep reinforcement learning and its shift toward semi-supervision can handle the cognitive side of smart city services and improve their performance by providing several use cases spanning the different domains of smart cities. We also highlight several challenges as well as promising future research directions for incorporating machine learning and high-level intelligence into smart city services. © 1979-2012 IEEE.",
"QoE-Driven Big Data Architecture for Smart City",2018,"10.1109/MCOM.2018.1700231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042193223&doi=10.1109%2fMCOM.2018.1700231&partnerID=40&md5=6de22f2da98b782c9de2e376c738d904","In the era of big data, the applications/services of the smart city are expected to offer end users better QoE than in a conventional smart city. Nevertheless, various types of sensors will produce an increasing volume of big data along with the implementation of a smart city, where we face redundant and diverse data. Therefore, providing satisfactory QoE will become the major challenge in the big-data-based smart city. In this article, to enhance the QoE, we propose a novel big data architecture consisting of three planes: The data storage plane, the data processing plane, and the data application plane. The data storage plane stores a wide variety of data collected by sensors and originating from different data sources. Then the data processing plane filters, analyzes, and processes the ocean of data to make decisions autonomously for extracting high-quality information. Finally, the application plane initiates the execution of the events corresponding to the decisions delivered from the data processing plane. Under this architecture, we particularly use machine learning techniques, trying to acquire accurate data and deliver precise information to end users. Simulation results indicate that our proposals could achieve high QoE performance for the smart city. © 1979-2012 IEEE.",
"Soft Sensing in Smart Cities: Handling 3Vs Using Recommender Systems, Machine Intelligence, and Data Analytics",2018,"10.1109/MCOM.2018.1700304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042196218&doi=10.1109%2fMCOM.2018.1700304&partnerID=40&md5=af1486ee2a2e3c1165fef78439dda95e","Today's existing smart city research involves many overtly futuristic applications such as smart transportation, in which smart roads warn drivers of bad traffic conditions ahead, smart parking, which communicates the location of unoccupied parking spaces to drivers, and smart environment, which enables fully automated homes and workplaces to adjust their temperature to conserve energy. The realization of these applications hinges on a data acquisition structure that gathers its data from a countless number of sensors, either deployed for predefined tasks (hard sensing) or built into the mobile devices of smart city residents (soft sensing). At the core of this big data infrastructure lie the 5Vs: veracity, volume, velocity, variety, and value. The soft sensing component of a smart city sensing network is particularly affected by 3Vs: veracity, volume, and velocity. To address the unique challenges of big data, recommender systems, statistical reputation systems, and context analysis are used to ensure the veracity of acquired data, machine learning algorithms are applied to handle the data volume, and data analytics algorithms are implemented to manage data velocity. Despite its seemingly insurmountable size, the acquired data is highly redundant, and systematic use of machine intelligence and data analytics can facilitate processing by extracting only the relevant information; in this article, we study the role of these algorithms through the lens of the 3Vs in facilitating soft sensing within the framework of smart city applications. © 1979-2012 IEEE.",
"Industry trends of smart city platform",2018,"10.3923/jeasci.2018.682.685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044129230&doi=10.3923%2fjeasci.2018.682.685&partnerID=40&md5=b6a26240db5bdfa3a96e99541a9e1f62","In this study, we will discuss the smart city platform and deployment environment as a new type of future city, attracting attention to the central technology of ICT and the trends in smart city commercialization which is built in 34 cities around the world. In order to enable the smart city deployment project, policy enforcement is required based on the government-led mid-term plan to take into consideration the execution environment of each branch. In particular, the context-aware service platform requires policy support that can dramatically improve the service. In addition explain that the value of smart city service platform and standardization trends. © Medwell Journals, 2018.",
"A Methodology and Toolkit for Deploying Reliable Security Policies in Critical Infrastructures",2018,"10.1155/2018/7142170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047877426&doi=10.1155%2f2018%2f7142170&partnerID=40&md5=7737fd4fd5ad5447335b4696afba0dc2","Substantial advances in Information and Communication Technologies (ICT) bring out novel concepts, solutions, trends, and challenges to integrate intelligent and autonomous systems in critical infrastructures. A new generation of ICT environments (such as smart cities, Internet of Things, edge-fog-social-cloud computing, and big data analytics) is emerging; it has different applications to critical domains (such as transportation, communication, finance, commerce, and healthcare) and different interconnections via multiple layers of public and private networks, forming a grid of critical cyberphysical infrastructures. Protecting sensitive and private data and services in critical infrastructures is, at the same time, a main objective and a great challenge for deploying secure systems. It essentially requires setting up trusted security policies. Unfortunately, security solutions should remain compliant and regularly updated to follow and track the evolution of security threats. To address this issue, we propose an advanced methodology for deploying and monitoring the compliance of trusted access control policies. Our proposal extends the traditional life cycle of access control policies with pertinent activities. It integrates formal and semiformal techniques allowing the specification, the verification, the implementation, the reverse-engineering, the validation, the risk assessment, and the optimization of access control policies. To automate and facilitate the practice of our methodology, we introduce our system SVIRVRO that allows managing the extended life cycle of access control policies. We refer to an illustrative example to highlight the relevance of our contributions. © 2018 Faouzi Jaïdi et al.",Open Access
"Appraisal of soft computing methods in collaboration with smart city applications and wireless network",2018,"10.4018/IJeC.2018010102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067054230&doi=10.4018%2fIJeC.2018010102&partnerID=40&md5=2f3993d919df16ae110010303e1bca15","Applications of soft computing methods are spread in fields that deal with intelligent analysis. As the human intelligence can survey the likelihood of some occasions in possibilities, comparatively soft computing systems additionally utilize some smartbased strategies to evaluate ongoing issues with diagnostic models. Fundamental segments of soft computing incorporate machine learning, probabilistic thinking, swarm intelligence, and ANN algorithms. In this research article, there is a broad analysis of these intelligence-based soft computing strategies connected as different operational parts of a wireless network and there is a scheme of a soft computingbased method for smart and safe health care systems. Copyright © 2018, IGI Global.",
"Spatio-temporal multidimensional collective data analysis for providing comfortable living anytime and anywhere",2018,"10.1017/ATSIP.2018.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044511085&doi=10.1017%2fATSIP.2018.4&partnerID=40&md5=29a284c0d0a4a943ab628adee06baf2f","Machine learning is a promising technology for analyzing diverse types of big data. The Internet of Things era will feature the collection of real-world information linked to time and space (location) from all sorts of sensors. In this paper, we discuss spatio-temporal multidimensional collective data analysis to create innovative services from such spatio-temporal data and describe the core technologies for the analysis. We describe core technologies about smart data collection and spatio-temporal data analysis and prediction as well as a novel approach for real-time, proactive navigation in crowded environments such as event spaces and urban areas. Our challenge is to develop a real-time navigation system that enables movements of entire groups to be efficiently guided without causing congestion by making near-future predictions of people flow. We show the effectiveness of our navigation approach by computer simulation using artificial people-flow data. Copyright © The Authors, 2018.",Open Access
"An IoT Architecture for Assessing Road Safety in Smart Cities",2018,"10.1155/2018/8214989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058295915&doi=10.1155%2f2018%2f8214989&partnerID=40&md5=11ac3ea332bbe2d91f9b6ab8c9fc477c","The Safe System (SS) approach to road safety emphasizes safety-by-design through ensuring safe vehicles, road networks, and road users. With a strong motivation from the World Health Organization (WHO), this approach is increasingly adopted worldwide. Considerations in SS, however, are made for the medium-to-long term. Our interest in this work is to complement the approach with a short-to-medium term dynamic assessment of road safety. Toward this end, we introduce a novel, cost-effective Internet of Things (IoT) architecture that facilitates the realization of a robust and dynamic computational core in assessing the safety of a road network and its elements. In doing so, we introduce a new, meaningful, and scalable metric for assessing road safety. We also showcase the use of machine learning in the design of the metric computation core through a novel application of Hidden Markov Models (HMMs). Finally, the impact of the proposed architecture is demonstrated through an application to safety-based route planning. © 2018 Abd-Elhamid M. Taha.",Open Access
"The role of big data analytics in Internet of Things",2017,"10.1016/j.comnet.2017.06.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021831334&doi=10.1016%2fj.comnet.2017.06.013&partnerID=40&md5=31f9109703a61e42600596a1de4eb76b","The explosive growth in the number of devices connected to the Internet of Things (IoT) and the exponential increase in data consumption only reflect how the growth of big data perfectly overlaps with that of IoT. The management of big data in a continuously expanding network gives rise to non-trivial concerns regarding data collection efficiency, data processing, analytics, and security. To address these concerns, researchers have examined the challenges associated with the successful deployment of IoT. Despite the large number of studies on big data, analytics, and IoT, the convergence of these areas creates several opportunities for flourishing big data and analytics for IoT systems. In this paper, we explore the recent advances in big data analytics for IoT systems as well as the key requirements for managing big data and for enabling analytics in an IoT environment. We taxonomized the literature based on important parameters. We identify the opportunities resulting from the convergence of big data, analytics, and IoT as well as discuss the role of big data analytics in IoT applications. Finally, several open challenges are presented as future research directions. © 2017 Elsevier B.V.",
"Time-Constrained Big Data Transfer for SDN-Enabled Smart City",2017,"10.1109/MCOM.2017.1700236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040041796&doi=10.1109%2fMCOM.2017.1700236&partnerID=40&md5=33872bd824c374e4b66c6dc082f9aae5","With advanced ICT, the ever-rapid development of informatization has become an integral part of smart city services in healthcare, transportation, energy, education, business, community life, and so on. A huge amount of data, called big data, is generated from various sources, and effective analysis and utilization of big data has become a key factor in the success of smart city services. However, in order to achieve precise big data analytics and make real-time decisions, one of the challenging issues is how to efficiently deliver the huge amounts of collected data to the processing servers. In this article, we first propose a novel architecture to support smart city services based on SDN technology. Then we study the time-constrained big data transfer scheduling (TBTS) problem under the proposed architecture, and present an intelligent strategy to address the TBTS issue by utilizing the SDN controller to conduct dynamic flow control and multi-path transfer scheduling. Simulation results demonstrate that the proposed strategy can efficiently support big data transfer in terms of low transfer delay and high bandwidth utilization. © 1979-2012 IEEE.",
"Smart urban planning using Big Data analytics to contend with the interoperability in Internet of Things",2017,"10.1016/j.future.2017.07.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026257239&doi=10.1016%2fj.future.2017.07.029&partnerID=40&md5=e23b0a566b7d00addb30b18c40e12176","The recent growth and expansion in the field of Internet of Things (IoT) is providing a great business prospective in the direction of the new era of smart urban. The insight of the smart urban is extensively preferred, as it improves the excellence of life of citizens, connecting several regulations, that is, smart transportation, smart parking, smart environment, smart healthcare, and so forth. Continuous intensification of the multifaceted urban set-up is extensively challenged by real-time processing of data and smart decision capabilities. Consequently, in this paper, we propose a smart city architecture which is based on Big Data analytics. The proposed scheme is comprised of three modules: (1) data acquisition and aggregation module collects varied and diverse data interrelated to city services, (2) data computation and processing module performs normalization, filtration, processing and data analysis, and (3) application and decision module formulates decisions and initiates events. The proposed architecture is a generic solution for the smart urban planning and variety of datasets is analyzed to validate this architecture. In addition, we tested reliable datasets on Hadoop server to verify the threshold limit value (TLV) and the investigation demonstrates that the proposed scheme offer valuable imminent into the community development systems to get better the existing smart urban architecture. Moreover, the efficiency of proposed architecture in terms of throughput is also shown. © 2017 Elsevier B.V.",
"Big Data Analytics for Electric Vehicle Integration in Green Smart Cities",2017,"10.1109/MCOM.2017.1700133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047644667&doi=10.1109%2fMCOM.2017.1700133&partnerID=40&md5=9ebf48f770d68b8506757cd10a0e0514","The huge amount of data generated by devices, vehicles, buildings, the power grid, and many other connected things, coupled with increased rates of data transmission, constitute the big data challenge. Among many areas associated with the Internet of Things, smart grid and electric vehilces have their share of this challenge by being both producers and consumers (ie., prosumers) of big data. Electric vehicls can significantly help smart cities to become greener by reducing emissions of the transportation sector and play an important role in green smart cities. In this article, we first survey the data analytics techniques used for handling the big data of smart grid and electric vehicles. The data generated by electric vehicles come from sources that vary from sensors to trip logs. Once this vast amount of data are analyzed using big data techniques, they can be used to develop policies for siting charging stations, developing smart charging algorithms, solving energy efficiency issues, evaluating the capacity of power distribution systems to handle extra charging loads, and finally, determining the market value for the services provided by electric vehicles (i.e., vehicle-to-grid opportunities). This article provides a comprehensive overview of the data analytics landscape on the electric vehicle integration to green smart cities. It serves as a roadmap to the future data analytics needs and solutions for electric vehicle integration to smart cities. © 1979-2012 IEEE.",
"Reusability of the Output of Map-Matching Algorithms Across Space and Time Through Machine Learning",2017,"10.1109/TITS.2017.2669085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015678537&doi=10.1109%2fTITS.2017.2669085&partnerID=40&md5=7dfa66442e90432568e29992bf65e65e","A map-matching algorithm outputs a vector per GPS point, projecting the moving object on one of the segments of the transportation network. Although developing more sophisticated map-matching algorithms for vehicle and pedestrian navigation systems have been the focus of research in this field, reusability of the historical information already provided by map-matching algorithms has not been addressed yet. In other words, although researchers have been attempting to improve the accuracy of the aforementioned vector to correctly project GPS points on the transportation network, no research has exploited the spatial-temporal pattern in the arrangement of these projection vectors. This pattern, if properly detected, can be used as a rough surrogate for map-matching algorithms, in addition to other applications that require better positional accuracy for moving objects in smart cities. This paper detects and validates the spatial-temporal pattern in projection vectors produced by map-matching algorithms via machine learning. Projection vectors showed a strong spatial-temporal pattern in Chicago, IL, USA, which was captured best via a local nonlinear regressor, K-nearest neighbors, and helped double the positional accuracy of unseen GPS points. While a global nonlinear regressor, multilayer Perceptron was able to slightly improve the positional accuracy of GPS points, the linear least squares had an exacerbating effect on the positional accuracy. © 2011 IEEE.",
"A communication efficient distributed learning framework for smart environments",2017,"10.1016/j.pmcj.2017.07.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027870240&doi=10.1016%2fj.pmcj.2017.07.014&partnerID=40&md5=c4f1533d88ab1f8e0c9f285704bec116","Due to the pervasive diffusion of personal mobile and IoT devices, many “smart environments” (e.g., smart cities and smart factories) will be, among others, generators of huge amounts of data. To provide value-add services in these environments, data will have to be analysed to extract knowledge. Currently, this is typically achieved through centralised cloud-based data analytics services. However, according to many studies, this approach may present significant issues from the standpoint of data ownership, and even wireless network capacity. One possibility to cope with these shortcomings is to move data analytics closer to where data is generated. In this paper we tackle this issue by proposing and analysing a distributed learning framework, whereby data analytics are performed at the edge of the network, i.e., on locations very close to where data is generated. Specifically, in our framework, partial data analytics are performed directly on the nodes that generate the data, or on nodes close by (e.g., some of the data generators can take this role on behalf of subsets of other nodes nearby). Then, nodes exchange partial models and refine them accordingly. Our framework is general enough to host different analytics services. In the specific case analysed in the paper we focus on a learning task, considering two distributed learning algorithms. Using an activity recognition and a pattern recognition task, both on reference datasets, we compare the two learning algorithms between each other and with a central cloud solution (i.e., one that has access to the complete datasets). Our results show that using distributed machine learning techniques, it is possible to drastically reduce the network overhead, while obtaining performance comparable to the cloud solution in terms of learning accuracy. The analysis also shows when each distributed learning approach is preferable, based on the specific distribution of the data on the nodes. © 2017 Elsevier B.V.",
"Big data analytics embedded smart city architecture for performance enhancement through real-time data processing and decision-making",2017,"10.1155/2017/9429676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018679219&doi=10.1155%2f2017%2f9429676&partnerID=40&md5=9d09c14862a1a5df160baddc9d692f8f","Theconcept of the smart city is widely favored, as it enhances the quality of life of urban citizens, involvingmultiple disciplines, that is, smart community, smart transportation, smart healthcare, smart parking, and many more. Continuous growth of the complex urban networks is significantly challenged by real-time data processing and intelligent decision-making capabilities. Therefore, in this paper, we propose a smart city framework based on Big Data analytics.The proposed framework operates on three levels: (1) data generation and acquisition level collecting heterogeneous data related to city operations, (2) data management and processing level filtering, analyzing, and storing data to make decisions and events autonomously, and (3) application level initiating execution of the events corresponding to the received decisions. In order to validate the proposed architecture, we analyze a fewmajor types of dataset based on the proposed three-level architecture. Further, we tested authentic datasets onHadoop ecosystemto determine the threshold and the analysis shows that the proposed architecture offers useful insights into the community development authorities to improve the existing smart city architecture. © 2017 Bhagya Nathali Silva et al.",Open Access
"Internet-of-Things-Based Smart Cities: Recent Advances and Challenges",2017,"10.1109/MCOM.2017.1600514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029576329&doi=10.1109%2fMCOM.2017.1600514&partnerID=40&md5=1cfda6ec9fa8b431bba04b5b29883f1d","The Internet of Things is a novel cutting edge technology that proffers to connect a plethora of digital devices endowed with several sensing, actuation, and computing capabilities with the Internet, thus offering manifold new services in the context of a smart city. The appealing IoT services and big data analytics are enabling smart city initiatives all over the world. These services are transforming cities by improving infrastructure and transportation systems, reducing traffic congestion, providing waste management, and improving the quality of human life. In this article, we devise a taxonomy to best bring forth a generic overview of the IoT paradigm for smart cities, integrated ICT, network types, possible opportunities and major requirements. Moreover, an overview of the up-to-date efforts from standard bodies is presented. Later, we give an overview of existing open source IoT platforms for realizing smart city applications followed by several exemplary case studies. In addition, we summarize the latest synergies and initiatives worldwide taken to promote IoT in the context of smart cities. Finally, we highlight several challenges in order to give future research directions. © 1979-2012 IEEE.",
"IoT-based big data: From smart city towards next generation super city planning",2017,"10.4018/IJSWIS.2017010103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000702101&doi=10.4018%2fIJSWIS.2017010103&partnerID=40&md5=23c98d569d731fe677b75093670a04d6","Recently, a rapid growth in the population in urban regions demands the provision of services and infrastructure. These needs can be come up wit the use of Internet of Things (IoT) devices, such as sensors, actuators, smartphones and smart systems. This leans to building Smart City towards the next generation Super City planning. However, as thousands of IoT devices are interconnecting and communicating with each other over the Internet to establish smart systems, a huge amount of data, termed as Big Data, is being generated. It is a challenging task to integrate IoT services and to process Big Data in an efficient way when aimed at decision making for future Super City. Therefore, to meet such requirements, this paper presents an IoT-based system for next generation Super City planning using Big Data Analytics. Authors have proposed a complete system that includes various types of IoT-based smart systems like smart home, vehicular networking, weather and water system, smart parking, and surveillance objects, etc., for dada generation. An architecture is proposed that includes four tiers/layers i.e., 1) Bottom Tier-1, 2) Intermediate Tier-1, 3) Intermediate Tier 2, and 4) Top Tier that handle data generation and collections, communication, data administration and processing, and data interpretation, respectively. The system implementation model is presented from the generation and collection of data to the decision making. The proposed system is implemented using Hadoop ecosystem with MapReduce programming. The throughput and processing time results show that the proposed Super City planning system is more efficient and scalable. Copyright © 2017, IGI Global.",
"Intelligent data metrics for urban driving with data fusion and distributed machine learning",2017,"10.1007/978-3-319-48829-5_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992346005&doi=10.1007%2f978-3-319-48829-5_22&partnerID=40&md5=ef55554a11157ce2cc49af719a5e1e40","Using a community of users allows the collection of data that can be used towards the benefit of society. Aligned with trends such as smart city design and the internet of things,the range of application are being only restricted by human imagination. Taking the case of urban driving,it is already possible to estimate roadblocks,congestions and issue real-time alerts to users using popular applications. The approach taken in this paper,furthers this analysis by providing means to analyse the root cause of not only such events but also dangerous driving habits from users. Making use of machine learning algorithms,big data and distributed systems,a work-flow based on the PHESS Driving platform was developed. Results achieved are satisfactory in the field tests produced,giving reason to some popular common sense,as well as,new theories for dangerous driving events. © Springer International Publishing AG 2017.",
"Internet of Things for Smart Cities: Interoperability and Open Data",2016,"10.1109/MIC.2016.124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007470973&doi=10.1109%2fMIC.2016.124&partnerID=40&md5=22790993d96cb886ac5368930bd7ca1d","The Internet of Things (IoT) has become a promising technology for addressing societal challenges by connecting smart devices and leveraging Big Data analytics to create smart cities worldwide. As the IoT scales up, it's important to provide interoperability among different devices. Yet current simple standard protocols lack sufficient openness and interoperability. IoT for smart cities needs to guarantee the accessibility of open data and cloud services to allow industries and citizens to develop new services and applications. Here, the authors provide a case study of the GreenIoT platform in Uppsala, Sweden, to demonstrate the idea of interoperability and open data for smart cities. © 1997-2012 IEEE.",
"Urban planning and building smart cities based on the Internet of Things using Big Data analytics",2016,"10.1016/j.comnet.2015.12.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992301555&doi=10.1016%2fj.comnet.2015.12.023&partnerID=40&md5=0de07b6a7cf4e5c8eca1f13f11b4c1f4","The rapid growth in the population density in urban cities demands that services and an infrastructure be provided to meet the needs of city inhabitants. Thus, there has been an increase in the request for embedded devices, such as sensors, actuators, and smartphones, leading to considerable business potential for the new era of the Internet of Things (IoT), in which all devices are capable of interconnecting and communicating with each other over the Internet. Thus, Internet technologies provide a way of integrating and sharing a common communication medium. With this knowledge, in this paper, we propose a combined IoT-based system for smart city development and urban planning using Big Data analytics. We propose a complete system consisting of various types of sensor deployment, including smart home sensors, vehicular networking, weather and water sensors, smart parking sensors, and surveillance objects. A four-tier architecture is proposed that includes 1) Bottom tier-1, which is responsible for IoT sources and data generation and collection, 2) Intermediate tier-1, which is responsible for all types of communication between, for instance, sensors, relays, base stations, and the Internet, 3) Intermediate tier 2, which is responsible for data management and processing using a Hadoop framework, and 4) Top tier, which is responsible for application and usage of the data analysis and the results generated. The system implementation consists of various steps that begin with data generation and move to collection, aggregation, filtration, classification, preprocessing, computing and decision making. The proposed system is implemented using Hadoop with Spark, voltDB, Storm or S4 for real time processing of the IoT data to generate results to establish the smart city. For urban planning or city future development, the offline historical data are analyzed with Hadoop using MapReduce programming. IoT datasets generated by smart homes, smart parking weather, pollution, and vehicle data sets are used for analysis and evaluation. This type of system with full functionality does not currently exist. Similarly, the results demonstrate that the proposed system is more scalable and efficient than existing systems. Moreover, system efficiency is measured in terms of throughput and processing time. © 2016 Elsevier B.V.",
