Title,Year,DOI,Link,Abstract,Author Keywords
"Radio data infrastructure for remote monitoring system using LoRa technology",2017,"10.1109/ICACCI.2017.8125884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042743292&doi=10.1109%2fICACCI.2017.8125884&partnerID=40&md5=6f64588632909df6f19f9ac7dc43465b","The ongoing trends in technology enable communication between devices through wired or wireless medium. The Internet of Things (IoT) and Machine to Machine (M2M) are such trends in technology which make the networked devices to communicate and act involving no human intervention. The Long Range (LoRa) is a Low Power Wide Area Network (LPWAN) wireless technology which allows the networked devices to communicate over long range prevailing to build an excellent connectivity solution for IoT use cases. This work uses RF1276, ultra long range LoRa module along with Arduino Mega board at the transmission side. The GPS module is also interfaced with the Arduino Mega board for tracking purpose and the data is saved on the SD Card Adapter. The LoRa module, RF1276, is connected to Wire Whip antenna using 867MHz band. The whole transmission side setup constitutes as one of the nodes in the LoRaWAN network. On the receiver, another LoRa RF1276 module along with Wire Whip antenna is connected to the USB port of the remote computer, which is connected to the Internet. The data is stored in Dataino server. The receiving side of the communication comprises as the base station for LoRaWAN network. The number of nodes on transmission side is scalable and with adaptive data rate (ADR) scheme it ensures the noninterference with each other. Thus, the LoRaWAN technology forms robust network for remote monitoring system, smart cities, metering system, automotive industry and so by taking cost, security, range, bandwidth and power into consideration. © 2017 IEEE.","Dataino; IoT; LoRaWAN; LPWAN; M2M"
"Smart adaptive learning based on moodle platform",2017,"10.1145/3175628.3175635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047059849&doi=10.1145%2f3175628.3175635&partnerID=40&md5=0c1a1c23441a6902d5fef95ee888b24c","With the increased needs of learners and teachers to have remote access to learning content, the use of course management tools become crucial. Today, with the development of technology many course management systems have appeared. These systems include Moodle which represents the Platform the most used by learners. The weak point of this Platform is the lack of a customized mechanisms to control the learning process of the learner. Therefore, the aim of this paper is to propose an approach that can be integrated with Moodle in order to allow learners to access to a personalized content according to their level and also allow teachers to effectively control the learning process of their learners. To validate this approach, we propose the SALCM plugin which will be integrated with Moodle as a new module. © 2017 Association for Computing Machinery.","Adaptive learning; Moodle; Smart learning"
"An adult learner's knowledge model based on ontologies and rule reasoning",2017,"10.1145/3175628.3175656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047072257&doi=10.1145%2f3175628.3175656&partnerID=40&md5=54d4ca0df2f2ac77ff188a0982ba7c5a","One of the biggest challenges of Adaptive e-learning systems is learner modelling. The learner model should represent the learner's characteristics as faithfully as possible in order to provide adaptive learning. Among these characteristics, the learner's knowledge is considered to be the core characteristic of the learner model, as adaptive e-learning systems are centered on the learner's knowledge, since acquiring knowledge about a specific domain or concept is considered the main goal of learning and instruction. In this paper, we propose a novel adult learner's knowledge model using ontologies and rule reasoning, by trying to define the different components that construct the learner's knowledge in an exhaustive yet a simple way. The proposed model takes into account different elements of the learner's knowledge, such as the different knowledge types and categories, the learner's prior knowledge accumulated through his/her experiences, his/her misconceptions, errors and the previously learned but forgotten knowledge. © 2017 Association for Computing Machinery.","Adaptive learning; Adult learner; Learner model; Ontology; OWL; Rule modelling"
"Practical Aggregate Programming with Protelis",2017,"10.1109/FAS-W.2017.186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035242264&doi=10.1109%2fFAS-W.2017.186&partnerID=40&md5=3b03b59831ee9d93dfff386a03d67092","Collective adaptive systems are an emerging class of networked and situated computational systems with a wide range of applications, such as in the Internet of Things, wireless sensor networks, and smart cities. Engineering such systems poses a number of challenges, and in particular many approaches, based upon designing the machine-To-machine interaction directly, suffer from a local-To-global abstraction problem. In this tutorial, we introduce the aggregate computing approach, rooted in the field calculus and practically available through the Protelis programming language, as a means to build collective, situated adaptive systems. The approach focuses on programming the overall aggregate behaviour, making use of a 'resilience API,' while leaving to these libraries and the language machinery the responsibility of mapping this to the behavior of individual devices. © 2017 IEEE.",
"UbiTtention 2017:2nd international workshop on smart & ambient notification and attention management",2017,"10.1145/3123024.3124458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030845152&doi=10.1145%2f3123024.3124458&partnerID=40&md5=3ccb4f07c0ad49fe49e7c93bc86061e0","In a world moving towards ubiquitous computing, users are increasingly confronted with a tremendous amount of information proactively provided via notifications. Today, notifications are generated by a large number of applications and services, through multiple devices and screens in the users' environment. Thus, human's attention became a significant bottleneck. Further, the latest computing trends with emerging new devices including versatile IoT devices, and contexts, such as smart cities and vehicles, further amplify the challenges. For future computing systems, ""attention management"", including attention representation, sensing, prediction, analysis and adaptive behavior becomes crucial. Following last year's successful UbiTtention'16 workshop with more than 40 participants, the UbiTtention 2017 workshop brings together researchers and practitioners from academy and industry to explore the managements of human attention and notifications. The workshop considers versatile devices and smart situations to overcome information overload and overchoice. © 2017 Association for Computing Machinery.","Ambient interfaces; Attention management; Internet of things; Notifications; Smart cities"
"A game-theoretic based QoS-aware capacity management for real-time edgeiot applications",2017,"10.1109/QRS.2017.48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029419248&doi=10.1109%2fQRS.2017.48&partnerID=40&md5=7fad06aba9f45fbeeb7f11eb8fc86c43","More and more real-time IoT applications such as smart cities or autonomous vehicles require big data analytics with reduced latencies. However, data streams produced from distributed sensing devices may not suffice to be processed traditionally in the remote cloud due to: (i) longer Wide Area Network (WAN) latencies and (ii) limited resources held by a single Cloud. To solve this problem, a novel Software-Defined Network (SDN) based InterCloud architecture is presented for mobile edge computing environments, known as EdgeIoT. An adaptive resource capacity management approach is proposed to employ a policy-based QoS control framework using principles in coalition games with externalities. To optimise resource capacity policy, the proposed QoS management technique solves, adaptively, a lexicographic ordering bi-criteria Coalition Structure Generation (CSG) problem. It is an onerous task to guarantee in a deterministic way that a real-time EdgeIoT application satisfies low latency requirement specified in Service Level Agreements (SLA). CloudSim 4.0 toolkit is used to simulate an SDN-based InterCloud scenario, and the empirical results suggest that the proposed approach can adapt, from an operational perspective, to ensure low latency QoS for real-time EdgeIoT application instances. © 2017 IEEE.","Capacity management; Coalition games with externalities; Edge computing; InterCloud; Internet of Things (IoT); Quality of Service (QoS) control; Software Defined Networks (SDN)"
"Intersection-based Distance and Traffic-Aware Routing (IDTAR) protocol for smart vehicular communication",2017,"10.1109/IWCMC.2017.7986334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027877566&doi=10.1109%2fIWCMC.2017.7986334&partnerID=40&md5=30ddfca8fccd970e4bd2b19e7f5b16f9","The Vehicular Ad-hoc Networks (VANET) raises as an emerging technology for smart transport as observed in the recent decade. However, there are some hurdles affect the applications of VANET, the advancement of VANET needed to cope up with the requirement of smart transport in smart cities. The routing is the important factor for having effective communication between smart vehicles, which need to be addressed smartly. Many factors affect the communication between the vehicles such as topology fragmentation which results in the phenomenon of Local-Maximum-Problem that lead to packet delivery failure. The traditional routing schemes failed to address the problem of the trade-off between Packet-Delivery-Ratio and the high cost, in term of End-to-End-Delay, of packet recovery from the failures that occurs frequently because of Local-Maximum-Problem. Therefore, this article works out to analyses the performance of existing position-based routing protocols for Inter-vehicle ad-hoc network and introduced Intersection-based Distance and Traffic-Aware Routing (IDTAR) protocol. IDTAR aims to provide optimal performance in environments of smart transport in smart cities. The experiments evaluate IDTAR against famous position-based routing protocols such as GyTAR, A-STAR-SR and GSR considering several densities of vehicles. Simulation result shows that IDTAR protocol has a fewer End-to-End-Delay and high packet delivery ratio in smart cities circumstances. This concludes that IDTAR can be adaptive for smart transport in smart cities communication with some consideration in terms of its security, compatibility and reliability. © 2017 IEEE.","CBR; Dijkstra algorithm; Glomosim; Greedy routing; IEEE 802.11; TWO-RAY; VANET; VANETMOBISIM"
"Using a model-driven approach in building a provenance framework for tracking policy-making processes in Smart Cities",2017,"10.1145/3105831.3105849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028055216&doi=10.1145%2f3105831.3105849&partnerID=40&md5=31740f0fec01815d20aac0de1ee263ca","The significance of provenance in various settings has emphasised its potential in the policy-making process for analytics in Smart Cities. At present, there exists no framework that can capture the provenance in a policy-making setting. This research therefore aims at defining a novel framework, namely, the Policy Cycle Provenance (PCP) Framework, to capture the provenance of the policymaking process. However, it is not straightforward to design the provenance framework due to a number of associated policy design challenges. The design challenges revealed the need for an adaptive system for tracking policies therefore a modeldriven approach has been considered in designing the PCP framework. Also, suitability of a networking approach is proposed for designing workflows for tracking the policy-making process. © 2017 Association for Computing Machinery.","Model-driven; Policy cycle provenance framework; Policy-making; Provenance; Smart Cities; Workflows"
"Practical distributed channel assignment in home Wi-Fi networks",2017,"10.1109/WoWMoM.2017.7974331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027567159&doi=10.1109%2fWoWMoM.2017.7974331&partnerID=40&md5=f8d5a17f352e193adb5ac855c5a70b2d","The efficient management of radio resources in today's home or residential Wi-Fi networks is still an open research question. Due to the chaotic and unplanned deployment of Wi-Fi Access Points (APs) and the fact that all APs are managed individually by their owners, home Wi-Fi networks suffer from performance degradation due to contention and interference. In this paper we present and showcase a distributed radio channel assignment scheme, implemented using the ResFi platform, in which neighboring home Wi-Fi APs cooperate with each other in order to negotiate radio channel selection by taking into account the instantaneous network load of neighboring APs (two hop neighborhood). While the information about the network load can be directly exchanged between ResFi-enabled APs using the ResFi out-of-band Internet control channel, the information about the network load of co-located non-ResFi APs first needs to be estimated passively by monitoring the data traffic on the radio channel. The presented demonstrator of the approach is implemented using commodity hardware and enables the audience to observe the distributed channel adaptation in real-time. © 2017 IEEE.","cooperative networks; home Wi-Fi networks; self-organizing networks (SON); smart cities; smart homes; wireless LAN; wireless networks"
"Uplink Adaptive Multimedia Delivery (UAMD) scheme for Video Sensor Network",2017,"10.1109/ICCW.2017.7962638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026219006&doi=10.1109%2fICCW.2017.7962638&partnerID=40&md5=bab7edd7b3421776ee1e71fd169c437f","Lately Video Sensor Networks (VSN) are increasingly being used in the context of smart cities, smart homes, for environment monitoring, surveillance, etc. In such systems, due to limitations in the video sensor node resources, the most important factor is energy efficiency. Sensing, processing and transmitting are the main contributors to energy consumption in a video sensor node. Among these, wireless transmissions play a dominant role. An effective way for reducing energy consumption is to adjust the active time duration of node's radio transmission. However, this method has the main drawback that affects streaming quality in terms of throughput and delay. So, one of the big challenges when designing an energy-aware VSN is the trade-off between energy consumption and video streaming quality. This paper proposes an Uplink Adaptive Multimedia Delivery (UAMD) scheme that dynamically adjusts the wakeup/ sleep duration of video sensor nodes based on the node remaining battery levels and network traffic conditions. The UAMD algorithm employs a utility function in the decision on duty cycle adjustment process. Simulation results show how UAMD achieves good balance between energy consumption and throughput in comparison with other duty-cycle-based schemes. © 2017 IEEE.",
"CitySense: Blockchain-oriented Smart Cities",2017,"10.1145/3120459.3120472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029853123&doi=10.1145%2f3120459.3120472&partnerID=40&md5=5a583b48324d513f328ba70a95d5170f","A smart city is a connected system in which things produce a huge quantity of data. We focused the attention on monitoring the environment quality in urban area by means of a distributed network of small mobile sensors that are devices on the Internet of Things (IoT). Sensors produce digital measurements, useful for investigating and studying the life quality in every part of the city. In our vision, environmental data must be available by everyone and shared with citizens, but it must be unmodifiable. We propose to solve the problem of the sensors data storage and management using a disruptive technology called blockchain. The blockchain responds to the demand of availability and unchangeability and, thanks to the potentiality of smart contracts, makes us able to manage sensor information and implement a control logic. In order to develop the software based on blockchain we chose to apply the SCRUM methodology because of its capabilities of being a flexible, adaptive and iterative methodology. © 2017 ACM.","Blockchain; Internet of things; SCRUM; Sensing; Smart cities"
"A systematic classification of requirements engineering approaches for adaptive systems",2017,"10.1145/3018896.3018939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044673507&doi=10.1145%2f3018896.3018939&partnerID=40&md5=475bef3ef5a1b593a1a609b24140dde2","Requirements Engineering for Adaptive Systems (REAS) is a wide-open research area that aims to improve the adaptation of the systems according to the requirements known (adaptability) or newly detected (adaptivity). While existing work proposed methodologies to deal with the adaptivity problem, few of them have classified and evaluated these proposals in order to give insight for system development in application domains such as Smart City Operations (SCO's). In this paper, we investigate the modeling methodologies, Requirements Engineering (RE) activities, and application domains based on relevant papers that tackled REAS in the literature. To this end, we conduct a systematic literature review by searching relevant papers and extracting data in order to answer specific research questions. We provide an updated review of the state of the art, supporting researchers to better understand trends in REAS in general and SCO's in particular. © 2017 ACM.","Institute of Management Of Tunis; SOIE; Tunis; Tunisia"
"Rescuing Algorithm for Link-List Wireless Network with Wormhole Mechanism",2017,"10.1109/ICS.2016.0101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015318006&doi=10.1109%2fICS.2016.0101&partnerID=40&md5=d19716f2047a5c527e84f50ddcaf7ce9","Due to the concept of smart city being gradually prevailed in recent years, the wireless routing algorithm for Low-Rate Wireless Personal Area Networks is an important research for data collecting network, which is used for managing and collecting sensing data in the city. Chiu and Chen proposed an adaptive link-list routing algorithm with wormhole mechanism. The algorithm is a low collision wireless protocol, which is suitable for data collection systems such as intelligent street lighting, smart meters and smart appliances. In the algorithm some unstable status may be occurred due to the environmental interference and the inappropriate design of the protocol. In this paper, we proposed a rescuing algorithm for link-list wireless network with wormhole mechanism to overcome some problems in the link-list network, such as the node losing problem, the path-optimized construction problem and the acknowledge packet confliction problem. We use the network simulation-3 to verify the efficacy of the rescuing algorithm. The results prove that the recuing algorithm can solve the routing problem of the link-list network and help the link-list network to transfer the data quickly. The results show that the link-list network with the rescuing algorithm can build a stable and rapid data collecting network system. © 2016 IEEE.","data collecting network; link-list routing algorithm; LR-WPANs; recuing algorithm; Wireless protocol"
"IQAS: An integration platform for QoI assessment as a service for smart cities",2017,"10.1109/WF-IoT.2016.7845400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015215154&doi=10.1109%2fWF-IoT.2016.7845400&partnerID=40&md5=d1c84d6ae1511854c7ad966144a166df","While reducing costs and improving sustainability, a common goal for Smart Cities is to become more 'liveable' for their citizens. By taking advantage of new information sources offered by the Internet of Things (IoT), cities can rely on sensing platforms to improve their service offer. These sensing platforms, however, raise new research challenges, in particular regarding Quality of Information (QoI). To cope with this issue, common platforms generally provide quality-oriented internal mechanisms. Nevertheless, the configuration of such platforms is complex, especially for Smart City stakeholders that may have various skill levels and different areas of expertise. As a result, QoI assessment is often delegated to end applications where developers have to implement their own adaptation mechanisms. This paper proposes and describes iQAS, an integration platform for QoI Assessment as a Service for Smart Cities. iQAS is autonomic, extensible and configurable, allowing Smart City stakeholders to collaboratively assess and improve (when possible) QoI in real-time. While the platform development is at its early stages, we illustrate within a concrete case study the need for QoI assessment and the benefits to implement adaptation mechanisms. © 2016 IEEE.","Autonomic Computing; Cloud; integration platform; Internet of Things; Quality of Information; Smart City"
"Agri-IoT: A semantic framework for Internet of Things-enabled smart farming applications",2017,"10.1109/WF-IoT.2016.7845467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015255850&doi=10.1109%2fWF-IoT.2016.7845467&partnerID=40&md5=ea4a7e11ef8248bb44d01764984d6f0d","With the recent advancement of the Internet of Things (IoT), it is now possible to process a large number of sensor data streams using different large-scale IoT platforms. These IoT frameworks are used to collect, process and analyse data streams in real-time and facilitate provision of smart solutions designed to provide decision support. Existing IoT-based solutions are mainly domain-dependent, providing stream processing and analytics focusing on specific areas (smart cities, healthcare etc.). In the context of agri-food industry, a variety of external parameters belonging to different domains (e.g. weather conditions, regulations etc.) have a major influence over the food supply chain, while flexible and adaptive IoT frameworks, essential to truly realize the concept of smart farming, are currently inexistent. In this paper, we propose Agri-IoT, a semantic framework for IoT-based smart farming applications, which supports reasoning over various heterogeneous sensor data streams in real-time. Agri-IoT can integrate multiple cross-domain data streams, providing a complete semantic processing pipeline, offering a common framework for smart farming applications. Agri-IoT supports large-scale data analytics and event detection, ensuring seamless interoperability among sensors, services, processes, operations, farmers and other relevant actors, including online information sources and linked open datasets and streams available on the Web. © 2016 IEEE.","Agriculture; Framework; Internet of Things; Semantic Web; Smart Farming"
"An overview of a decision approach for autonomic applications architectural adaptation",2017,"10.1109/HPCC-SmartCity-DSS.2016.0154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013635907&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0154&partnerID=40&md5=f12a4893e84c6f36e62ca1faf21b552d","Adapting systems to the changes of their ubiquitous environments is a complex task. The autonomic computing was proposed as a solution to tackle this complexity. It brings a system with self-management capabilities to dynamically adapt itself to context. We are interested in the architectural adaptation approaches of autonomic applications which follow the MAPE-K loop process. During the execution of this loop, decisions are made in order to select the most suitable architectural configuration of the application according to context. In this paper, we study research activities dealing with decision. Then, we propose an overview of our decision approach to adapt autonomic applications. We also present an overview of our decision module which aims to assist developers on programming the decision-making process of their applications. © 2016 IEEE.","Architectural adaptation; Autonomic applications; Decision; Ubiquitous environments"
"Automated Publish, Discovery and Composition of Intentional Web Services Adaptable to Both Quality and Context",2017,"10.1109/HPCC-SmartCity-DSS.2016.0095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013681028&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0095&partnerID=40&md5=b1a166e5c45a110fab5c89cb2970986a","In this paper, we present a user-centered approach, which ensures dynamic service discovery and composition. Besides, our proposed framework integrates self-adaptive mechanisms to adjust the service's execution to the user's context and the notion of the QoS in order to build a composite service or find services that fit a best. Additionally, our framework permits the re-composition of the composite service on the fly when user's context changes, the QoS decreases, or the service is not available anymore. In this paper, we also present an adaptable intention service description that permits to facilitate the mismatching between the user's intention and the service goal by integrating the notion of context, QoS and goal in OWL-S service description. In order to reuse and find this description, we present a publishing method. © 2016 IEEE.","Context Awareness; Intentional service; Publishing Service; Quality of service(QoS); Service Composition"
"Smart Batching: A Load-Sensitive Self-Tuning Packet I/O Using Dynamic Batch Sizing",2017,"10.1109/HPCC-SmartCity-DSS.2016.0106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013625693&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0106&partnerID=40&md5=400bc4a0aff3bb3fc1494f08e46bd7f1","Batch processing is an essential technique to improve packet rates under high-speed network, which has been widely used in high-performance packet IO frameworks. Conventionally, we need to make a tradeoff between high latency at low input loads and high throughput at high loads. In this work, we intend to leverage the smart batching mechanism to dynamically balance the input traffic rate and the available processing ability, so as to achieve both low latency and high throughput.%We conduct experimental investigations on the impact of different batching sizes on throughput, latency and CPU costs on our testbed which utilizesThe impact of different batching sizes on throughput, latency and CPU costs is investigated on our testbed which utilizes MoonGen and DPDK platform. We build a model for the batch processing procedure to explore various factors influencing latency and throughput. We find that batching size is a controllable variable linking the input rate and the available system processing rate. In light of this understanding, we design the smart batching mechanism to dynamically tune batching size according to the input traffic rate and the processing capability available. Smart batching mechanism is implemented and evaluated on DPDK platform under different traffic patterns and workload. The results show that it is sensitive and adaptive to the instantaneous states of network and server. Besides, it is simple enough and portable to most packet IO frameworks. © 2016 IEEE.","Batch processing; High-performance Packet IO frameworks; Latency; Throughput"
"High performance approximate computing by adaptive relaxed synchronization",2017,"10.1109/HPCC-SmartCity-DSS.2016.0168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013678261&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0168&partnerID=40&md5=164252cc2575b8fd7a5a267cb782f0d4","Approximate computing has the potential to provide approximate results with user defined error bound faster than conventional computing. Relaxed synchronization is one of the many ways to achieve approximate computation. Researchers in this area primarily focus on programming languages like C/C++, but languages like Java are still largely overlooked. In Java, generally full synchronization can be achieved by using synchronized keyword for method and block level or by using various locks of Java concurrency utilities framework. We provide a detailed performance evaluation of these different mechanisms to achieve full synchronization in Java. We introduce an adaptive locking mechanism using existing locks of Java concurrency utilities framework to provide relaxed synchronization for Java to be used for approximate computing. Our novel relaxed synchronization based framework achieved one of the important outcomes of approximate computing, better performance. © 2016 IEEE.","Approximate computing; Concurrency; Java; Synchronization"
"Unbounded Revocable Hierarchical Identity-Based Encryption with Adaptive-ID Security",2017,"10.1109/HPCC-SmartCity-DSS.2016.0068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013638983&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0068&partnerID=40&md5=a60d1c9b67f4474c832083a276238b73","Revocable hierarchical identity-based encryption (RHIBE) is a good candidate encryption for secure wireless communications. Its dynamic user management through the hierarchical key generation and revocation is efficient. Most existing RHIBEs are bounded which have to fix the maximum hierarchical depth of users at setup. In this paper, we propose the first unbounded and adaptively-ID secure RHIBE called U-RHIBE. Firstly, we design U-RHIBE extended from one unbounded HIBE scheme. The size of every secret key in our U-RHIBE is only linear with the hierarchical depth and the size of our public parameter is constant. Secondly, we design the first nested dual system encryption framework exclusively for the proof of the security of unbounded and revocable HIBE schemes. Our system model is scalable inherently to accommodate more levels of user adaptively with no adding workload or restarting the system. With a little increase of decryption cost comparing with Ryu's scheme, U-RHIBE firstly covers properties of adaptive-ID security, unbounded key delegation, efficient revocation, history-free key update, key exposure resistance and security against insiders. © 2016 IEEE.","Adaptive-ID security; Bilinear maps; Hierarchical identity-based encryption; Key revocation; Nested Dual system encryption; Unbounded hierarchical depths"
"A Heterogeneous System for Real-Time Detection with AdaBoost",2017,"10.1109/HPCC-SmartCity-DSS.2016.0121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013647276&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0121&partnerID=40&md5=7872c2c27e410c00cfd862b2ace68cb2","AdaBoost algorithm based on Haar-like features can achieves high accuracy (above 95%) in object detection. Meanwhile massive computing power is needed to implement the cascaded classifiers involved in AdaBoost detection. To solve this problem, several dedicated hardware solutions have been proposed for real-time applications. In this work, a novel heterogeneous architecture of an AdaBoost detector is presented. This architecture achieves higher performance while consuming fewer hardware resources. By combining an integrated ARM Cortex-A9 processor with a dedicated accelerator, this architecture can be configured to realize various objects detection by simply loading different parameters. 2-D parallelism is involved in accelerator unit combination which brings more flexibility. This scheme is implemented on Xilinx ZC702 platform, the experiment result shows that 40 QVGA frames per second can be achieved for real-time face detection. The accelerator achieves more than 13 times improvement over the OpenCV implementation on a standalone Cortex-A9 w.r.t execution speed. Meanwhile, the accelerator consumes 40% less FPGA hardware resources than the prior-art implementation. © 2016 IEEE.","Adaboost; Face detection; FPGA Implementation; Heterogeneous system"
"Near Data Computation for Message-Passing Chip-Multiprocessors",2017,"10.1109/HPCC-SmartCity-DSS.2016.0103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013677835&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0103&partnerID=40&md5=8a5b0536e85023752c4559d1c77d077b","As the CMP (Chip-Multiprocessor) scale increases' moving data to computation becomes more and more expensive in terms of latency and energy consumption. Conversely, the scheme of moving computation to data has potential to improve efficiency, especially for the irregular applications that contain graph computing, hash map or matrix multiplication. This paper proposed a near-data processing scheme for the large scale CMPs with hardware message passing support, which we called in-place computation scheme. In the in-place computation scheme, an application's critical irregular data is partitioned into on-chip memory-slices and each slice is managed by an adjacent core, as any other core intends to operate such data, it sends a message to the data owner to process it, rather than fetching the data back for computation by itself. In the paper, we described the programming model, hardware/software requirements and optimization strategies of the in-place computation scheme in details. Simulations show that, compared with conventional implementations, it can improve the performance and energy-efficiency significantly in most cases, due to following factors: 1) It greatly reduces data movements and synchronizations, 2) It decreases core-pipeline stalls and improves efficiency of memory-accesses. © 2016 IEEE.","Chip-multiprocessor; In-place computation; Message passing; Near data processing"
"Performance of point and range queries for in-memory databases using radix trees on GPUs",2017,"10.1109/HPCC-SmartCity-DSS.2016.0212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013684716&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0212&partnerID=40&md5=71b7e47129a1cbf7126d308bf6ed76ae","In in-memory database systems augmented by hardware accelerators, accelerating the index searching operations can greatly increase the runtime performance of database queries. Recently, adaptive radix trees (ART) have been shown to provide very fast index search implementation on the CPU. Here, we focus on an accelerator-based implementation of ART. We present a detailed performance study of our GPU-based adaptive radix tree (GRT) implementation over a variety of key distributions, synthetic benchmarks, and actual keys from music and book data sets. The performance is also compared with other index-searching schemes on the GPU. GRT on modern GPUs achieves some of the highest rates of index searches reported in the literature. For point queries, a throughput of up to 106 million and 130 million lookups per second is achieved for sparse and dense keys, respectively. For range queries, GRT yields 600 million and 1000 million lookups per second for sparse and dense keys, respectively, on a large dataset of 64 million 32-bit keys. © 2016 IEEE.","GPGPU; High performance computing; Index searching; Main memory database"
"A Fast, Scalable SLINK Algorithm for Commodity Cluster Computing Exploiting Spatial Locality",2017,"10.1109/HPCC-SmartCity-DSS.2016.0047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013675577&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0047&partnerID=40&md5=c8e4f9f7560b2e2729912ab53e79faa8","Single linkage (SLINK) hierarchical clustering algorithm is a preferred clustering algorithm over traditional partitioning-based clustering as it does not require the number of clusters as input. But, due to its high time complexity and inherent data dependencies, it does not scale well for large datasets. To the best of our knowledge, all existing parallel SLINK algorithms are based on the traditional SLINK algorithm and thus require large number of computing resources. In this paper, we present a novel optimization of SLINK algorithm, GridSLINK, which is an order of magnitude faster than the existing state-of-the-art implementation. The optimization in GridSLINK comes from reduction in number of distance calculations required by SLINK. This reduction is achieved by exploiting spatial locality of data points and using an adaptive gridding technique. GridSLINK is parallelized for distributed memory systems. Scalable performance is achieved for increasing number of compute nodes. The proposed parallel algorithm, dGridSLINK, is benchmarked against the best existing parallel algorithm in literature and found to outperform the latter for all the real datasets considered. dGridSLINK can cluster millions of data points in few seconds/minutes using a small number of processing elements, without compromising the quality of clustering. © 2016 IEEE.","Adaptive gridding; Clustering; Multi-core; Multi-node; Parallel computing; SLINK"
"A Hybrid Samples Generation Approach in Speculative Multithreading",2017,"10.1109/HPCC-SmartCity-DSS.2016.0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013678363&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0016&partnerID=40&md5=88c82d98a8a203d4df789785cc11aee0","Speculative Multithreading (SpMT) is a thread level automatic parallelization technique to accelerate sequential programs. Machine learning has been successfully introduced into SpMT to improve its performance. An appropriate sample set is important for machine learning-based (ML-based) thread partition. Conventionally, heuristic rules-based (HR-based) sample generation approach can not generate adaptive samples, which conform to ML-based thread partition platform and characteristics of source applications. A hybrid sample generation approach is proposed. With this method, we firstly automatically generate samples which are mips codes consisting spawning points (SP) and control quasi-independent points (CQIP) by heuristic rules, then manually adjust the positions of SP and CQIP and rebuild pre-computation slice (p-slice) to obtain better performance for every application. During the implementation of this approach, three measures: bias weighting, reservation of optimal solutions, summary of greedy rules are carried out. In this way, we enhance the adjustment frequency for the subroutine with high called number, achieving a stable improvement of speedups. On Prophet, which is a generic SpMT processor to evaluate the performance of multithreaded programs, Olden benchmarks are used to realize the approach. Experiments show that the approach can obtain better sample sets, which deliver a better performance improvement of about 10% on a 32 core than conventional heuristic-based approach. Experiments also prove that this approach is effective to get sample sets for ML-based thread partition methods. © 2016 IEEE.","Manual adjustment; Sample generation; Speculative Multithreading"
