Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Big Data and Machine Intelligence in Software Platforms for Smart Cities","Software Architecture","","","","10.1007/978-3-030-59155-7_2","Mubashir Ali","2020","http://link.springer.com/chapter/10.1007/978-3-030-59155-7_2","Chapter"
"Designing Human-Centered Interactions for Smart Environments Based on Heterogeneous, Interrelated Systems: A User Research Method for the “Age of Services” (URSERVe)","Design, User Experience, and Usability. Design for Contemporary Interactive Environments","","","","10.1007/978-3-030-49760-6_7","Alexandra MatzClarissa Götz","2020","http://link.springer.com/chapter/10.1007/978-3-030-49760-6_7","Chapter"
"A Generic Architectural Framework for Machine Learning on Data Streams","Enterprise Information Systems","","","","10.1007/978-3-030-40783-4_6","Christoph AugensteinTheo ZschörnigNorman SpangenbergRobert WehlitzBogdan Franczyk","2020","http://link.springer.com/chapter/10.1007/978-3-030-40783-4_6","Chapter"
"A Containerized Edge Cloud Architecture for Data Stream Processing","Cloud Computing and Services Science","","","","10.1007/978-3-030-49432-2_8","Remo ScolatiIlenia FronzaNabil El IoiniAreeg SamirHamid Reza BarzegarClaus Pahl","2020","http://link.springer.com/chapter/10.1007/978-3-030-49432-2_8","Chapter"
"Indicators for Assessing the Development of Smart Sustainable Cities","Innovations in Digital Economy","","","","10.1007/978-3-030-60080-8_4","Svetlana GutmanElena Rytova","2020","http://link.springer.com/chapter/10.1007/978-3-030-60080-8_4","Chapter"
"Towards Design Principles for Visualizing Business Ecosystems","Enterprise Information Systems","","","","10.1007/978-3-030-40783-4_14","Anne FaberSven-Volker Rehm","2020","http://link.springer.com/chapter/10.1007/978-3-030-40783-4_14","Chapter"
"Trust Is in the Air: A New Adaptive Method to Evaluate Mobile Wireless Networks","Testing Software and Systems","","","","10.1007/978-3-030-64881-7_9","Alexandra-Elena Mocanu (Mihaita)Bogdan-Costel MocanuChristian EspositoFlorin Pop","2020","http://link.springer.com/chapter/10.1007/978-3-030-64881-7_9","Chapter"
"Human-Computer Systems for Decision Support: From Cloud to Self-organizing Environments","Cloud Computing and Services Science","","","","10.1007/978-3-030-49432-2_1","Alexander SmirnovNikolay ShilovAndrew Ponomarev","2020","http://link.springer.com/chapter/10.1007/978-3-030-49432-2_1","Chapter"
"SAFER-LIM: A Platform for Assistance, Care and Social Integration for the Elderly","Applied Technologies","","","","10.1007/978-3-030-42517-3_18","Pablo A. Lema-SarmientoPaúl E. Calle-RomeroPablo L. Gallegos-SegoviaPaúl E. Vintimilla-TapiaJack F. Bravo-TorresEsteban F. Ordóñez-Morales","2020","http://link.springer.com/chapter/10.1007/978-3-030-42517-3_18","Chapter"
"REDEM: Real-Time Detection and Mitigation of Communication Attacks in Connected Autonomous Vehicle Applications","Internet of Things. A Confluence of Many Disciplines","","","","10.1007/978-3-030-43605-6_7","Srivalli BoddupalliSandip Ray","2020","http://link.springer.com/chapter/10.1007/978-3-030-43605-6_7","Chapter"
"Towards Smart Manufacturing with Dynamic Dataspace Alignment","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-030-49165-9_5","Donatella FirmaniFrancesco LeottaFederica MandreoliMassimo Mecella","2020","http://link.springer.com/chapter/10.1007/978-3-030-49165-9_5","Chapter"
"How to Integrate Security Compliance Requirements with Agile Software Engineering at Scale?","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-64148-1_5","Fabiola MoyónDaniel MéndezKristian BeckersSebastian Klepper","2020","http://link.springer.com/chapter/10.1007/978-3-030-64148-1_5","Chapter"
"Enforcing Geofences for Managing Automated Transportation Risks in Production Sites","Dependable Computing - EDCC 2020 Workshops","","","","10.1007/978-3-030-58462-7_10","Muhammad Atif JavedFaiz Ul MuramAnas FattouhSasikumar Punnekkat","2020","http://link.springer.com/chapter/10.1007/978-3-030-58462-7_10","Chapter"
"A New Concept for People Movers on Single-Track Secondary Railway Lines","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-56441-4_31","Walter SebronElaheh Gol HashemPeter KrebsHans Tschürtz","2020","http://link.springer.com/chapter/10.1007/978-3-030-56441-4_31","Chapter"
"Monitoring Spatio-Temporal Properties (Invited Tutorial)","Runtime Verification","","","","10.1007/978-3-030-60508-7_2","Laura NenziEzio BartocciLuca BortolussiMichele LoretiEnnio Visconti","2020","http://link.springer.com/chapter/10.1007/978-3-030-60508-7_2","Chapter"
"Information Digital Twin—Enabling Agents to Anticipate Changes in Their Tasks","Artificial General Intelligence","","","","10.1007/978-3-030-52152-3_19","Wael Hafez","2020","http://link.springer.com/chapter/10.1007/978-3-030-52152-3_19","Chapter"
"Architecting Systems-of-Systems of Self-driving Cars for Platooning on the Internet-of-Vehicles with SosADL","Internet of Things. A Confluence of Many Disciplines","","","","10.1007/978-3-030-43605-6_1","Flavio Oquendo","2020","http://link.springer.com/chapter/10.1007/978-3-030-43605-6_1","Chapter"
"Understanding Object Detection Through an Adversarial Lens","Computer Security – ESORICS 2020","","","","10.1007/978-3-030-59013-0_23","Ka-Ho ChowLing LiuMehmet Emre GursoyStacey TruexWenqi WeiYanzhao Wu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59013-0_23","Chapter"
"Uncertainty-Aware Authentication Model for IoT","Computer Security","","","","10.1007/978-3-030-42048-2_15","Mohammad HeydariAlexios MylonasVasilis KatosEmili Balaguer-BallesterAmna AltafVahid Heydari Fami Tafreshi","2020","http://link.springer.com/chapter/10.1007/978-3-030-42048-2_15","Chapter"
"Lattice-Based IBE with Equality Test Supporting Flexible Authorization in the Standard Model","Progress in Cryptology –  INDOCRYPT 2020","","","","10.1007/978-3-030-65277-7_28","Giang Linh Duc NguyenWilly SusiloDung Hoang DuongHuyQuoc LeFuchun Guo","2020","http://link.springer.com/chapter/10.1007/978-3-030-65277-7_28","Chapter"
"Rich Media 2.0: A Methodology to Enhance Media Information Construction for Creating a Better User Experience","Design, User Experience, and Usability. Interaction Design","","","","10.1007/978-3-030-49713-2_8","Jie HaoChengxing PanEnxin Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-49713-2_8","Chapter"
"Toward Blockchain Technology in IoT Applications: An Analysis for E-health Applications","Internet of Things. A Confluence of Many Disciplines","","","","10.1007/978-3-030-43605-6_3","Maurício Moreira NetoEmanuel Ferreira CoutinhoLeonardo Oliveira MoreiraJosé Neuman de Souza","2020","http://link.springer.com/chapter/10.1007/978-3-030-43605-6_3","Chapter"
"An Experimental Study of Typography Using EEG Signal Parameters","Human-Computer Interaction. Design and User Experience","","","","10.1007/978-3-030-49059-1_34","Ana Rita TeixeiraAnabela Gomes","2020","http://link.springer.com/chapter/10.1007/978-3-030-49059-1_34","Chapter"
"ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_9","Nicolas FerryArnor SolbergHui SongStéphane LavirotteJean-Yves TigliThierry WinterVictor Muntés-MuleroAndreas MetzgerErkuden Rios VelascoAmaia Castelruiz Aguirre","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_9","Chapter"
"Self-organising Coordination Regions: A Pattern for Edge Computing","Coordination Models and Languages","","","","10.1007/978-3-030-22397-7_11","Roberto CasadeiDanilo PianiniMirko ViroliAntonio Natali","2019","http://link.springer.com/chapter/10.1007/978-3-030-22397-7_11","Chapter"
"Support Context-Adaptation in the Constrained Application Protocol (CoAP)","Service-Oriented Computing – ICSOC 2018 Workshops","","","","10.1007/978-3-030-17642-6_25","Yuji DongKaiyu WanYong YueXin Huang","2019","http://link.springer.com/chapter/10.1007/978-3-030-17642-6_25","Chapter"
"Combining Monitoring and Autonomous Feedback Requests to Elicit Actionable Knowledge of System Use","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-030-15538-4_16","Dustin WüestFarnaz FotrousiSamuel Fricker","2019","http://link.springer.com/chapter/10.1007/978-3-030-15538-4_16","Chapter"
"A Reference Architecture Supporting Smart City Applications","Business Information Systems","","","","10.1007/978-3-030-20485-3_36","Stanimir StoyanovTodorka GlushkovaAsya Stoyanova-DoychevaVanya Ivanova","2019","http://link.springer.com/chapter/10.1007/978-3-030-20485-3_36","Chapter"
"Research on Innovative Design of Urban Smart Lighting Equipment Based on User Experience","Human-Computer Interaction. Design Practice in Contemporary Societies","","","","10.1007/978-3-030-22636-7_28","Junnan YeJianxin ChengDadi AnChaoxiang YangSihui ShenJunzhe Lu","2019","http://link.springer.com/chapter/10.1007/978-3-030-22636-7_28","Chapter"
"Getting Smarter About Data and Access in Smart Cities","Universal Access in Human-Computer Interaction. Theory, Methods and Tools","","","","10.1007/978-3-030-23560-4_11","H. Patricia McKenna","2019","http://link.springer.com/chapter/10.1007/978-3-030-23560-4_11","Chapter"
"An Adaptive Monitoring Service Exploiting Data Correlations in Fog Computing","Service-Oriented Computing","","","","10.1007/978-3-030-33702-5_29","Monica VitaliXuesong PengBarbara Pernici","2019","http://link.springer.com/chapter/10.1007/978-3-030-33702-5_29","Chapter"
"Collectively Constructing the Business Ecosystem: Towards Crowd-Based Modeling for Platforms and Infrastructures","Enterprise Information Systems","","","","10.1007/978-3-030-26169-6_8","Anne FaberSven-Volker RehmAdrian Hernandez-MendezFlorian Matthes","2019","http://link.springer.com/chapter/10.1007/978-3-030-26169-6_8","Chapter"
"Aggregate Processes in Field Calculus","Coordination Models and Languages","","","","10.1007/978-3-030-22397-7_12","Roberto CasadeiMirko ViroliGiorgio AudritoDanilo PianiniFerruccio Damiani","2019","http://link.springer.com/chapter/10.1007/978-3-030-22397-7_12","Chapter"
"JARVIS, A Hardware/Software Framework for Resilient Industry 4.0 Systems","Software Engineering for Resilient Systems","","","","10.1007/978-3-030-30856-8_6","Jacopo ParriFulvio PataraSamuele SampietroEnrico Vicario","2019","http://link.springer.com/chapter/10.1007/978-3-030-30856-8_6","Chapter"
"ADvoCATE: A Consent Management Platform for Personal Data Processing in the IoT Using Blockchain Technology","Innovative Security Solutions for Information Technology and Communications","","","","10.1007/978-3-030-12942-2_23","Konstantinos RantosGeorge DrosatosKonstantinos DemertzisChristos IlioudisAlexandros PapanikolaouAntonios Kritsas","2019","http://link.springer.com/chapter/10.1007/978-3-030-12942-2_23","Chapter"
"Architecturing Elastic Edge Storage Services for Data-Driven Decision Making","Software Architecture","","","","10.1007/978-3-030-29983-5_7","Ivan LujicHong-Linh Truong","2019","http://link.springer.com/chapter/10.1007/978-3-030-29983-5_7","Chapter"
"A.I. Ethics in the City","Universal Access in Human-Computer Interaction. Theory, Methods and Tools","","","","10.1007/978-3-030-23560-4_2","Marc Böhlen","2019","http://link.springer.com/chapter/10.1007/978-3-030-23560-4_2","Chapter"
"Payment Authorization in Smart Environments: Security-Convenience Balance","Enterprise Information Systems","","","","10.1007/978-3-030-26169-6_4","Adam WójtowiczJacek Chmielewski","2019","http://link.springer.com/chapter/10.1007/978-3-030-26169-6_4","Chapter"
"Innovation Management Methods in the Automotive Industry","Innovations for Community Services","","","","10.1007/978-3-030-22482-0_10","Karl-Heinz LükeJohannes WaltherDaniel WäldchenDenis Royer","2019","http://link.springer.com/chapter/10.1007/978-3-030-22482-0_10","Chapter"
"Fault-Tolerant IoT","Software Engineering for Resilient Systems","","","","10.1007/978-3-030-30856-8_5","Mahyar Tourchi MoghaddamHenry Muccini","2019","http://link.springer.com/chapter/10.1007/978-3-030-30856-8_5","Chapter"
"Big Data Analytics for Water Resources Sustainability Evaluation","High-Performance Computing Applications in Numerical Simulation and Edge Computing","","","","10.1007/978-981-32-9987-0_3","Yinghui ZhaoRu An","2019","http://link.springer.com/chapter/10.1007/978-981-32-9987-0_3","Chapter"
"Design for Teaching Surroundings Based on Human-Computer Interaction Techniques","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_39","Wei Feng","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_39","Chapter"
"Trade-Off Between System Effectiveness and Context Constraints in the Design of an IoT System Giving Access to Health Care in African Rural Villages","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_23","Joseph AnekeCarmelo ArditoDanilo CaivanoLucio ColizziLoredana Verardi","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_23","Chapter"
"Towards Ecosystemic Stance in Finnish Public Sector Enterprise Architecture","Perspectives in Business Informatics Research","","","","10.1007/978-3-030-31143-8_7","Jarkko NurmiKatja PenttinenVille Seppänen","2019","http://link.springer.com/chapter/10.1007/978-3-030-31143-8_7","Chapter"
"Requirements Engineering for Cyber Physical Production Systems","Advanced Information Systems Engineering","","","","10.1007/978-3-030-21290-2_18","Pericles LoucopoulosEvangelia KavakliNatalia Chechina","2019","http://link.springer.com/chapter/10.1007/978-3-030-21290-2_18","Chapter"
"Towards a Digital Thread Between Industrial Internet of Things and Product Lifecycle Management: Experimental Work for Prototype Implementation","Product Lifecycle Management in the Digital Twin Era","","","","10.1007/978-3-030-42250-9_26","Piers BarriosBenoit EynardChristophe Danjou","2019","http://link.springer.com/chapter/10.1007/978-3-030-42250-9_26","Chapter"
"Integration of Internet of Things and Social Network","Advances in Data Science, Cyber Security and IT Applications","","","","10.1007/978-3-030-36368-0_26","Halima BouazzaLaallam Fatima ZohraBachir Said","2019","http://link.springer.com/chapter/10.1007/978-3-030-36368-0_26","Chapter"
"Fifteen Years of Open Source Software Evolution","Open Source Systems","","","","10.1007/978-3-030-20883-7_6","Francis BordeleauPaulo MeirellesAlberto Sillitti","2019","http://link.springer.com/chapter/10.1007/978-3-030-20883-7_6","Chapter"
"A Board-Game for Co-Designing Smart Nature Environments in Workshops with Children","End-User Development","","","","10.1007/978-3-030-24781-2_9","Rosella GennariMaristella MateraAlessandra MelonioEftychia Roumelioti","2019","http://link.springer.com/chapter/10.1007/978-3-030-24781-2_9","Chapter"
"Application of Cyberphysical Systems Through Logistics as a Mediating Component in Learning Processes","Telematics and Computing","","","","10.1007/978-3-030-33229-7_20","Andrés Felipe Córdoba U.Clara Lucia Burbano GonzalezJulio E. Mejía M.Jessica María Montilla M.","2019","http://link.springer.com/chapter/10.1007/978-3-030-33229-7_20","Chapter"
"Self-reported Methods for User Satisfaction Evaluation: A Bibliometric Analysis","Human-Computer Interaction","","","","10.1007/978-3-030-37386-3_23","Andrés F. Aguirre-AguirreÁngela Villareal-FreireJaime DíazCarlos González-AmarilloRosa GilCésar A. Collazos","2019","http://link.springer.com/chapter/10.1007/978-3-030-37386-3_23","Chapter"
"Research on Design Model of Human-Machine Interface of Automatic Driving Takeover System Based on User Experience","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_4","Lijun JiangXiu WangZhelin LiYu Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_4","Chapter"
"Study on the Usability of Residential Buildings in Traditional Villages in Southern China from the Perspective of Human Settlements","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_2","Yali ChenJiongjiong YuanQi Lu","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_2","Chapter"
"Local Observability and Controllability Enforcement in Distributed Testing","Quality of Information and Communications Technology","","","","10.1007/978-3-030-29238-6_24","Bruno LimaJoão Pascoal FariaRobert Hierons","2019","http://link.springer.com/chapter/10.1007/978-3-030-29238-6_24","Chapter"
"Research on Interactive Strategy for Boosting Novice Drivers’ Confidence Based on Internet of Vehicles","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_13","Yan-cong ZhuDi Zhu","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_13","Chapter"
"A Literature Review of the Research on Take-Over Situation in Autonomous Driving","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_12","Xin XinMin ZhaoMoli ZhouSiyao LuYishan LiuDaisong GuanQianyi WangYuezhou Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_12","Chapter"
"A Study of Lingnan Garden’s Adaptability to Hot and Humid Climate","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_5","Mingjie LiangLi Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_5","Chapter"
"Self-managing Internet of Things","SOFSEM 2018: Theory and Practice of Computer Science","","","","10.1007/978-3-319-73117-9_5","Danny WeynsGowri Sankar RamachandranRitesh Kumar Singh","2018","http://link.springer.com/chapter/10.1007/978-3-319-73117-9_5","Chapter"
"Service Discovery and Composition in Smart Cities","Information Systems in the Big Data Era","","","","10.1007/978-3-319-92901-9_4","Nizar Ben-SassiXuan-Thuy DangJohannes FähndrichOrhan-Can GörürChristian KusterFikret Sivrikaya","2018","http://link.springer.com/chapter/10.1007/978-3-319-92901-9_4","Chapter"
"A Feedback-Based Adaptive Service-Oriented Paradigm for the Internet of Things","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_11","Yuji DongKaiyu WanYong Yue","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_11","Chapter"
"Towards a Reference Architecture for Swarm Intelligence-Based Internet of Things","Internet and Distributed Computing Systems","","","","10.1007/978-3-319-97795-9_7","Ouarda ZedadraClaudio SavaglioNicolas JouandeauAntonio GuerrieriHamid SeridiGiancarlo Fortino","2018","http://link.springer.com/chapter/10.1007/978-3-319-97795-9_7","Chapter"
"Rigorous Engineering of Collective Adaptive Systems Introduction to the 2nd Track Edition","Leveraging Applications of Formal Methods, Verification and Validation. Distributed Systems","","","","10.1007/978-3-030-03424-5_1","Rocco De NicolaStefan JähnichenMartin Wirsing","2018","http://link.springer.com/chapter/10.1007/978-3-030-03424-5_1","Chapter"
"The Meaning of Adaptation: Mastering the Unforeseen?","Leveraging Applications of Formal Methods, Verification and Validation. Distributed Systems","","","","10.1007/978-3-030-03424-5_8","Stefan JähnichenRocco De NicolaMartin Wirsing","2018","http://link.springer.com/chapter/10.1007/978-3-030-03424-5_8","Chapter"
"IoT-Big Data Software Ecosystems for Smart Cities Sensing: Challenges, Open Issues, and Emerging Solutions","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-72125-5_1","Alexander D. CartierDavid H. LeeBurak KantarciLuca Foschini","2018","http://link.springer.com/chapter/10.1007/978-3-319-72125-5_1","Chapter"
"Coordination Model with Reinforcement Learning for Ensuring Reliable On-Demand Services in Collective Adaptive Systems","Leveraging Applications of Formal Methods, Verification and Validation. Distributed Systems","","","","10.1007/978-3-030-03424-5_17","Houssem Ben MahfoudhGiovanna Di Marzo SerugendoAnthony BoulmierNabil Abdennadher","2018","http://link.springer.com/chapter/10.1007/978-3-030-03424-5_17","Chapter"
"Does End of Life Matter in Smart Cities?","Product Lifecycle Management to Support Industry 4.0","","","","10.1007/978-3-030-01614-2_41","Ahmed HefnawyAbdelaziz BourasChantal Cherifi","2018","http://link.springer.com/chapter/10.1007/978-3-030-01614-2_41","Chapter"
"A Platform for Security Monitoring of Multi-cloud Applications","Perspectives of System Informatics","","","","10.1007/978-3-319-74313-4_5","Pamela CarvalloAna R. CavalliWissam Mallouli","2018","http://link.springer.com/chapter/10.1007/978-3-319-74313-4_5","Chapter"
"Community Engagement Using Urban Sensing: Technology Development and Deployment Studies","Advanced Computing Strategies for Engineering","","","","10.1007/978-3-319-91638-5_5","Katherine A. FlaniganJerome P. Lynch","2018","http://link.springer.com/chapter/10.1007/978-3-319-91638-5_5","Chapter"
"The Big Bucket: An IoT Cloud Solution for Smart Waste Management in Smart Cities","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-72125-5_4","Maurizio GiacobbeCarlo PuliafitoMarco Scarpa","2018","http://link.springer.com/chapter/10.1007/978-3-319-72125-5_4","Chapter"
"An Arithmetic Semantics for GRL Goal Models with Function Generation","System Analysis and Modeling. Languages, Methods, and Tools for Systems Engineering","","","","10.1007/978-3-030-01042-3_9","Yuxuan FanAmal Ahmed AndaDaniel Amyot","2018","http://link.springer.com/chapter/10.1007/978-3-030-01042-3_9","Chapter"
"A Situational Approach for the Definition and Tailoring of a Data-Driven Software Evolution Method","Advanced Information Systems Engineering","","","","10.1007/978-3-319-91563-0_37","Xavier FranchJolita RalytéAnna PeriniAlberto AbellóDavid AmellerJesús GorroñogoitiaSergi NadalMarc OriolNorbert SeyffAlberto SienaAngelo Susi","2018","http://link.springer.com/chapter/10.1007/978-3-319-91563-0_37","Chapter"
"How to Create an Adaptive Learning Environment by Means of Virtual Organizations","Learning Technology for Education Challenges","","","","10.1007/978-3-319-95522-3_17","Sara RodríguezCecilia Giuffra PalominoPablo ChamosoRicardo Azambuja SilveiraJuan M. Corchado","2018","http://link.springer.com/chapter/10.1007/978-3-319-95522-3_17","Chapter"
"Leveraging Smart Environments for Runtime Resources Management","Software Quality: Methods and Tools for Better Software and Systems","","","","10.1007/978-3-319-71440-0_10","Paolo BarsocchiAntonello CalabróFrancesca LonettiEda MarchettiFilippo Palumbo","2018","http://link.springer.com/chapter/10.1007/978-3-319-71440-0_10","Chapter"
"InterSCSimulator: Large-Scale Traffic Simulation in Smart Cities Using Erlang","Multi-Agent Based Simulation XVIII","","","","10.1007/978-3-319-91587-6_15","Eduardo Felipe Zambom SantanaNelson LagoFabio KonDejan S. Milojicic","2018","http://link.springer.com/chapter/10.1007/978-3-319-91587-6_15","Chapter"
"Coordination of Complex Socio-Technical Systems: Challenges and Opportunities","Software Technologies: Applications and Foundations","","","","10.1007/978-3-030-04771-9_22","Stefano Mariani","2018","http://link.springer.com/chapter/10.1007/978-3-030-04771-9_22","Chapter"
"On Reliable Collaborative Mobility Services","Collaborative Networks of Cognitive Systems","","","","10.1007/978-3-319-99127-6_26","A. Luis OsórioLuis M. Camarinha-MatosHamideh AfsarmaneshAdam Belloum","2018","http://link.springer.com/chapter/10.1007/978-3-319-99127-6_26","Chapter"
"Distributed Video Analytics Across Edge and Cloud Using 
                
                  
                
                $$\mathbb {ECHO}$$","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_39","Aakash KhocharePushkara RavindraSiva P. ReddyYogesh Simmhan","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_39","Chapter"
"Study of Chinese City “Portrait” Based on Data Visualization: Take City Dashboard for Example","Design, User Experience, and Usability: Designing Interactions","","","","10.1007/978-3-319-91803-7_26","Xueting TongZhanwei Wu","2018","http://link.springer.com/chapter/10.1007/978-3-319-91803-7_26","Chapter"
"A Real-Time Energy Management Platform for Multi-vector District Energy Systems","Collaborative Networks of Cognitive Systems","","","","10.1007/978-3-319-99127-6_48","Muhammad Waseem AhmadJonathan ReynoldsJean-Laurent HippolyteYacine RezguiMichael Nikhil DescampsChristian MerckxJasper van DesselMathieu Lessinnes","2018","http://link.springer.com/chapter/10.1007/978-3-319-99127-6_48","Chapter"
"Challanges in Services Research: A Software Architecture Perspective","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-72125-5_18","Flavio De Paoli","2018","http://link.springer.com/chapter/10.1007/978-3-319-72125-5_18","Chapter"
"Classifying Big Data Analytic Approaches: A Generic Architecture","Software Technologies","","","","10.1007/978-3-319-93641-3_13","Yudith CardinaleSonia GuehisMarta Rukoz","2018","http://link.springer.com/chapter/10.1007/978-3-319-93641-3_13","Chapter"
"Reflective Internet of Things Middleware-Enabled a Predictive Real-Time Waste Monitoring System","Web Engineering","","","","10.1007/978-3-319-91662-0_31","Vito BelliniTommaso Di NoiaMarina MongielloFrancesco NoceraAngelo ParchitelliEugenio Di Sciascio","2018","http://link.springer.com/chapter/10.1007/978-3-319-91662-0_31","Chapter"
"A Security Requirements Library for the Development of Internet of Things (IoT) Applications","Requirements Engineering for Internet of Things","","","","10.1007/978-981-10-7796-8_7","Massila KamalrudinAsma Asdayana IbrahimSafiah Sidek","2018","http://link.springer.com/chapter/10.1007/978-981-10-7796-8_7","Chapter"
"Seamless Interactions on the Internet of Things. A Spotify-Based Proof of Concept","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_10","Jose Garcia-AlonsoJavier BerrocalCarlos CanalJuan M. Murillo","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_10","Chapter"
"Complex Industrial Systems Automation Based on the Internet of Things Implementation","Information and Communication Technologies in Education, Research, and Industrial Applications","","","","10.1007/978-3-319-76168-8_8","Yuriy KondratenkoOleksiy KozlovOleksiy KorobkoAndriy Topalov","2018","http://link.springer.com/chapter/10.1007/978-3-319-76168-8_8","Chapter"
"BiAgent-Based Model for IoT Applications","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_9","Souad MarirRoumeissa KitouniZakaria BenzadriFaiza Belala","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_9","Chapter"
"Cognitive Determination of Policies for Data Management in IoT Systems","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_15","Aly MegahedSamir TataAhmed Nazeem","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_15","Chapter"
"Collaborative Network for District Energy Operation and Semantic Technologies: A Case Study","Collaborative Networks of Cognitive Systems","","","","10.1007/978-3-319-99127-6_42","Corentin KusterJean-Laurent HippolyteYacine Rezgui","2018","http://link.springer.com/chapter/10.1007/978-3-319-99127-6_42","Chapter"
"TDLIoT: A Topic Description Language for the Internet of Things","Web Engineering","","","","10.1007/978-3-319-91662-0_27","Ana Cristina Franco da SilvaPascal HirmerUwe BreitenbücherOliver KoppBernhard Mitschang","2018","http://link.springer.com/chapter/10.1007/978-3-319-91662-0_27","Chapter"
"Auto-Scaling in Data Stream Processing Applications: A Model-Based Reinforcement Learning Approach","New Frontiers in Quantitative Methods in Informatics","","","","10.1007/978-3-319-91632-3_8","Valeria CardelliniFrancesco Lo PrestiMatteo NardelliGabriele Russo Russo","2018","http://link.springer.com/chapter/10.1007/978-3-319-91632-3_8","Chapter"
"Event-Context-Feedback Control Through Bridge Workflows for Smart Solutions","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_46","P. Radha KrishnaKamalakar Karlapalem","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_46","Chapter"
